Date - Time (PHT)	Latitude (°N)	Longitude (°E)	Depth of Focus (km)	Magnitude	Location	URL
28 June 2020 - 01:55 PM	05.74	126.27	019	2.9	074 km S 78° E of Jose Abad Santos (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_0555_B2.html
28 June 2020 - 02:29 PM	08.44	125.75	024	1.9	004 km S 74° W of Talacogon (Agusan Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_0629_B2.html
28 June 2020 - 02:31 PM	15.58	120.04	024	2.0	022 km N 43° E of Palauig (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_0631_B2.html
28 June 2020 - 03:42 PM	07.49	126.79	021	3.1	027 km S 69° E of Baganga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_0742_B2.html
28 June 2020 - 04:01 PM	19.04	121.26	014	2.1	034 km S 39° W of Calayan (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_0801_B2.html
28 June 2020 - 05:09 PM	13.59	120.05	034	2.1	026 km S 57° W of Looc (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_0909_B2.html
28 June 2020 - 05:38 PM	04.77	126.81	002	3.2	166 km S 64° E of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_0938_B2.html
28 June 2020 - 06:07 PM	11.64	125.79	010	2.2	039 km S 71° E of San Julian (Eastern Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1007_B2.html
28 June 2020 - 06:29 PM	06.57	125.23	013	2.3	010 km S 12° E of Kiblawan (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1029_B2.html
28 June 2020 - 06:35 PM	13.15	120.25	032	2.5	038 km S 38° W of Paluan (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1035_B2.html
28 June 2020 - 09:44 PM	15.29	124.37	116	3.5	139 km N 09° E of Pandan (Catanduanes)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1344_B2.html
28 June 2020 - 09:56 PM	07.63	124.84	005	2.0	010 km N 69° W of Kadingilan (Bukidnon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1356_B2.html
28 June 2020 - 10:31 PM	08.66	125.82	042	1.9	015 km N 48° W of Prosperidad (Agusan Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1431_B2.html
28 June 2020 - 10:35 PM	14.41	123.72	235	3.2	063 km N 51° W of Pandan (Catanduanes)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1435_B2.html
28 June 2020 - 11:30 PM	17.25	120.76	007	2.2	004 km S 78° E of Tubo (Abra)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1530_B2.html
28 June 2020 - 11:49 PM	15.39	124.42	093	2.6	151 km N 10° E of Pandan (Catanduanes)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1549_B2.html
28 June 2020 - 11:53 PM	16.04	122.48	021	1.8	047 km S 56° E of Casiguran (Aurora)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1553_B2.html
29 June 2020 - 12:19 AM	07.79	127.23	018	3.8	078 km N 72° E of Baganga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1619_B2.html
29 June 2020 - 01:53 AM	07.80	127.03	015	3.7	058 km N 65° E of Baganga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1753_B2.html
29 June 2020 - 02:05 AM	13.93	120.5	173	2.7	018 km N 54° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1805_B2.html
29 June 2020 - 02:32 AM	07.80	126.19	122	2.4	032 km S 43° E of Santa Josefa (Agusan Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1832_B2.html
29 June 2020 - 03:05 AM	10.07	125.88	025	2.6	034 km N 69° E of Dinagat (Dinagat Islands)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1905_B2.html
29 June 2020 - 03:24 AM	13.84	123.4	032	2.0	008 km N 76° E of Tinambac (Camarines Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_1924_B2.html
29 June 2020 - 04:38 AM	08.89	126.2	031	2.0	011 km S 74° W of Cagwait (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_2038_B2.html
29 June 2020 - 05:13 AM	16.16	122.32	028	2.2	025 km S 59° E of Casiguran (Aurora)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0628_2113_B2.html
29 June 2020 - 08:11 AM	06.80	124.88	004	2.2	008 km S 42° E of Tulunan (Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0011_B2.html
29 June 2020 - 08:13 AM	06.65	126.87	089	2.3	072 km S 31° E of Manay (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0013_B2.html
29 June 2020 - 09:36 AM	10.14	125.8	031	2.1	029 km N 63° W of Santa Monica (Sapao) (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0136_B2.html
29 June 2020 - 10:20 AM	11.88	125.57	015	3.5	019 km N 41° E of San Julian (Eastern Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0220_B2F.html
29 June 2020 - 10:34 AM	09.01	126.4	018	2.9	013 km N 70° E of Bayabas (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0234_B2.html
29 June 2020 - 11:52 AM	10.64	125.55	029	2.3	031 km N 05° W of Loreto (Dinagat Islands)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0352_B2.html
29 June 2020 - 01:03 PM	10.46	123.06	010	2.5	016 km N 75° E of La Carlota City (Negros Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0503_B2.html
29 June 2020 - 01:05 PM	15.71	120.07	035	1.6	017 km N 56° E of Candelaria (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0505_B2.html
29 June 2020 - 02:52 PM	09.51	126.5	019	3.3	043 km N 53° E of Cortes (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0652_B2.html
29 June 2020 - 04:15 PM	13.50	120.04	014	2.8	034 km S 43° W of Looc (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0815_B2.html
29 June 2020 - 04:19 PM	07.24	123.43	046	2.3	024 km S 05° E of Tabina (Zamboanga Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0819_B2.html
29 June 2020 - 04:34 PM	13.55	120.55	116	2.3	023 km N 59° W of Abra De Ilog (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0834_B2.html
29 June 2020 - 04:50 PM	05.29	126.19	098	2.4	081 km S 79° E of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0850_B2.html
29 June 2020 - 05:56 PM	07.54	126.52	133	2.0	006 km S 46° W of Baganga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_0956_B2.html
29 June 2020 - 06:02 PM	06.44	125.09	028	2.4	020 km N 55° E of Tupi (South Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1002_B2.html
29 June 2020 - 06:30 PM	06.02	126.95	074	2.6	119 km S 54° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1030_B2.html
29 June 2020 - 07:38 PM	10.34	126.22	012	2.7	039 km N 25° E of Burgos (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1138_B2.html
29 June 2020 - 07:41 PM	17.98	121.37	032	1.3	020 km S 76° E of Kabugao (Apayao)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1141_B2.html
29 June 2020 - 07:43 PM	11.78	125.42	023	1.9	004 km S 82° W of San Julian (Eastern Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1143_B2.html
29 June 2020 - 08:09 PM	09.46	126.34	016	2.0	026 km N 39° E of Cortes (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1209_B2.html
29 June 2020 - 08:49 PM	19.77	121.3	009	2.6	056 km N 18° W of Calayan (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1249_B2.html
29 June 2020 - 08:50 PM	07.15	123.7	015	2.4	046 km S 43° E of Tabina (Zamboanga Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1250_B2.html
29 June 2020 - 10:57 PM	08.71	126.67	028	1.9	042 km S 76° E of Marihatag (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1457_B2.html
29 June 2020 - 11:44 PM	13.67	120.54	086	2.1	021 km S 28° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1544_B2.html
29 June 2020 - 11:50 PM	09.08	126.06	030	2.1	027 km N 63° W of Bayabas (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1550_B2.html
30 June 2020 - 12:06 AM	15.53	121.85	001	2.2	040 km S 50° E of Baler (Aurora)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1606_B2.html
30 June 2020 - 12:35 AM	07.31	123.62	062	1.9	028 km S 56° E of Tabina (Zamboanga Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1635_B2.html
30 June 2020 - 12:49 AM	14.19	119.14	033	2.9	112 km N 71° W of Lubang (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1649_B2.html
30 June 2020 - 12:53 AM	18.70	120.92	026	3.0	019 km N 46° E of Pagudpud (Ilocos Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1653_B2.html
30 June 2020 - 02:02 AM	09.75	122.72	001	2.1	015 km S 62° E of Candoni (Negros Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1802_B2.html
30 June 2020 - 02:46 AM	15.65	122.1	023	2.2	057 km S 16° E of Dinalungan (Aurora)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1846_B2.html
30 June 2020 - 03:51 AM	15.60	122.02	008	2.6	052 km S 70° E of Baler (Aurora)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_1951_B2.html
30 June 2020 - 05:51 AM	12.96	121.1	029	2.8	039 km N 69° E of Sablayan (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0629_2151_B2.html
30 June 2020 - 08:18 AM	18.99	121.78	024	2.3	047 km S 46° E of Calayan (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_0018_B2.html
30 June 2020 - 08:58 AM	19.02	121.86	026	2.1	051 km S 55° E of Calayan (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_0058_B2.html
30 June 2020 - 09:11 AM	17.49	120.13	014	2.3	026 km S 67° W of Santa Catalina (Ilocos Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_0111_B2.html
30 June 2020 - 09:47 AM	18.41	121.08	022	1.9	019 km S 70° E of Adams (Ilocos Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_0147_B2.html
30 June 2020 - 10:51 AM	10.76	123.1	006	2.2	015 km S 73° E of Silay City (Negros Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_0251_B2.html
30 June 2020 - 11:00 AM	06.46	126.15	115	2.1	023 km S 20° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_0300_B2.html
30 June 2020 - 11:20 AM	13.14	123.84	034	2.0	003 km N 63° W of Manito (Albay)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_0320_B2.html
30 June 2020 - 12:58 PM	06.61	125.22	028	2.3	005 km S 08° E of Kiblawan (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_0458_B2.html
30 June 2020 - 01:45 PM	19.79	121.4	011	3.3	057 km N 07° W of Calayan (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_0545_B2.html
30 June 2020 - 02:02 PM	10.34	121.97	033	2.0	011 km S 28° E of Anini-y (Antique)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_0602_B2.html
30 June 2020 - 02:10 PM	12.14	124.93	110	2.8	006 km N 64° E of San Jose De Buan (Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_0610_B2.html
30 June 2020 - 03:33 PM	16.05	119.78	006	2.2	008 km S 16° W of Agno (Pangasinan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_0733_B2.html
30 June 2020 - 05:59 PM	10.15	125.9	021	2.2	021 km N 47° W of Santa Monica (Sapao) (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_0959_B2.html
30 June 2020 - 08:05 PM	19.30	121.2	016	3.2	028 km N 87° W of Calayan (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_1205_B2.html
30 June 2020 - 08:21 PM	16.15	122.2	030	2.0	017 km S 30° E of Casiguran (Aurora)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_1221_B2.html
30 June 2020 - 09:11 PM	06.34	126.47	054	2.6	056 km S 52° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_1311_B2.html
30 June 2020 - 09:38 PM	17.29	120.31	016	2.3	014 km S 87° W of Santiago (Ilocos Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_1338_B2.html
30 June 2020 - 10:18 PM	09.13	125.81	019	2.1	025 km N 71° E of Remedios Romualdez (Agusan Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_1418_B2.html
30 June 2020 - 10:22 PM	07.24	125.87	043	2.4	010 km N 18° W of Pantukan (Davao De Oro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_1422_B2.html
30 June 2020 - 10:56 PM	07.86	125.15	032	2.1	008 km S 44° E of Valencia City (Bukidnon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_1456_B2.html
30 June 2020 - 11:03 PM	07.99	122.64	015	2.1	015 km S 11° W of Liloy (Zamboanga Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_1503_B2.html
30 June 2020 - 11:14 PM	16.05	119.77	012	2.6	008 km S 25° W of Agno (Pangasinan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_1514_B2.html
30 June 2020 - 11:15 PM	04.70	125.37	027	4.4	082 km S 08° W of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/June/2020_0630_1515_B2.html
01 July 2020 - 12:05 AM	08.38	126.89	004	1.7	061 km N 89° E of Hinatuan (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0630_1605_B2.html
01 July 2020 - 12:30 AM	18.99	122.11	033	2.0	060 km N 03° W of Santa Ana (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0630_1630_B2.html
01 July 2020 - 01:00 AM	12.30	125.85	001	3.1	040 km N 71° E of San Policarpo (Eastern Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0630_1700_B2.html
01 July 2020 - 02:14 AM	08.37	123.63	021	1.8	022 km S 62° E of La Libertad (Zamboanga Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0630_1814_B2.html
01 July 2020 - 02:37 AM	10.38	126.34	014	1.8	049 km N 37° E of Burgos (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0630_1837_B2.html
01 July 2020 - 03:44 AM	19.78	121.31	015	2.8	058 km N 17° W of Calayan (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0630_1944_B2.html
01 July 2020 - 04:54 AM	17.48	120.42	015	2.6	001 km S 62° W of Santa (Ilocos Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0630_2054_B2.html
01 July 2020 - 04:55 AM	09.95	123.57	006	3.4	008 km N 21° W of Argao (Cebu)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0630_2055_B2F.html
01 July 2020 - 09:19 AM	15.25	124.29	075	2.8	133 km N 06° E of Pandan (Catanduanes)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_0119_B2.html
01 July 2020 - 11:01 AM	06.02	126.15	128	2.2	054 km S 69° E of Don Marcelino (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_0301_B2.html
01 July 2020 - 11:13 AM	14.12	120.35	111	1.6	029 km N 81° W of Nasugbu (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_0313_B2.html
01 July 2020 - 12:03 PM	11.15	122.69	033	2.3	007 km N 50° E of Passi City (Iloilo)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_0403_B2.html
01 July 2020 - 04:27 PM	10.62	124.52	004	2.2	006 km S 71° E of Tudela (Cebu)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_0827_B2.html
01 July 2020 - 06:24 PM	13.70	120.93	011	2.4	006 km S 10° W of Mabini (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1024_B2.html
01 July 2020 - 06:38 PM	13.87	120.48	088	2.8	017 km N 75° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1038_B2.html
01 July 2020 - 06:56 PM	09.69	123.56	017	2.6	008 km S 23° E of Dalaguete (Cebu)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1056_B2.html
01 July 2020 - 07:45 PM	09.97	125.29	001	3.3	006 km N 62° E of Pintuyan (Southern Leyte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1145_B2.html
01 July 2020 - 08:34 PM	08.11	125.99	032	1.7	006 km N 48° E of Veruela (Agusan Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1234_B2.html
01 July 2020 - 08:42 PM	05.79	126.04	145	2.5	096 km S 02° W of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1242_B2_Davao_Oriental.html
01 July 2020 - 08:42 PM	15.16	119.85	029	2.0	026 km N 64° W of San Felipe (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1242_B2_Zambales.html
01 July 2020 - 08:54 PM	10.11	126.03	020	2.2	011 km N 23° W of Burgos (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1254_B2.html
01 July 2020 - 08:56 PM	10.12	126.09	013	1.7	011 km N 10° E of Burgos (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1256_B2.html
01 July 2020 - 09:29 PM	17.01	122.4	011	2.3	007 km S 39° W of Palanan (Isabela)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1329_B2.html
01 July 2020 - 10:20 PM	17.18	120.58	009	2.3	006 km South° 00 of San Emilio (Ilocos Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1420_B2.html
01 July 2020 - 10:29 PM	13.26	120.83	054	2.2	023 km N 29° E of Santa Cruz (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1429_B2.html
01 July 2020 - 10:30 PM	09.91	122.1	017	2.9	038 km N 64° W of Sipalay City (Negros Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1430_B2.html
01 July 2020 - 11:29 PM	16.21	122.31	030	2.0	021 km S 70° E of Casiguran (Aurora)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1529_B2.html
01 July 2020 - 11:36 PM	06.36	126.73	036	2.8	079 km S 66° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/July/2020_0701_1536_B2.html
